,Mot1,Mot2,Cat1,Cat2,Sem1,Sem2
26948,dégorgeuse,dégorgement,Ncfs,Ncms,@AGF,@ACT
26949,dégorgeuse,dégorgement,Ncfs,Ncms,@AGF,@RES
26950,dégorgeuse,dégorger,Ncfs,Vmn----,@AGF,@
26951,dégorgeuse,dégorger,Ncfs,Vmn----,@AGF,@
26952,dégorgeuse,dégorgeur,Ncfs,Ncms,@AGF,@AGM
27036,dégraisseur,dégraissage,Ncms,Ncms,@AGM,@ACT
27037,dégraisseur,dégraissage,Ncms,Ncms,@AGM,@RES
27038,dégraisseur,dégraissement,Ncms,Ncms,@AGM,@ACT
27039,dégraisseur,dégraissement,Ncms,Ncms,@AGM,@RES
27040,dégraisseur,dégraisser,Ncms,Vmn----,@AGM,@
27041,dégraisseur,dégraisser,Ncms,Vmn----,@AGM,@
27042,dégraisseur,dégraisseuse,Ncms,Ncfs,@AGM,@AGF
27043,dégraisseuse,dégraissage,Ncfs,Ncms,@AGF,@ACT
27044,dégraisseuse,dégraissage,Ncfs,Ncms,@AGF,@RES
27045,dégraisseuse,dégraissement,Ncfs,Ncms,@AGF,@ACT
27046,dégraisseuse,dégraissement,Ncfs,Ncms,@AGF,@RES
27047,dégraisseuse,dégraisser,Ncfs,Vmn----,@AGF,@
27048,dégraisseuse,dégraisseur,Ncfs,Ncms,@AGF,@AGM
27195,dégustateur,dégustatif,Ncms,Afpms,@AGM,@PRP
27196,dégustateur,dégustation,Ncms,Ncfs,@AGM,@ACT
27197,dégustateur,dégustation,Ncms,Ncfs,@AGM,@RES
27198,dégustateur,dégustatrice,Ncms,Ncfs,@AGM,@AGF
27199,dégustateur,déguster,Ncms,Vmn----,@AGM,@
27200,dégustateur,déguster,Ncms,Vmn----,@AGM,@
27221,dégustatrice,dégustateur,Ncfs,Ncms,@AGF,@AGM
27222,dégustatrice,dégustatif,Ncfs,Afpms,@AGF,@PRP
27223,dégustatrice,dégustation,Ncfs,Ncfs,@AGF,@ACT
27224,dégustatrice,dégustation,Ncfs,Ncfs,@AGF,@RES
27225,dégustatrice,déguster,Ncfs,Vmn----,@AGF,@
27267,déificateur,déification,Ncms,Ncfs,@AGM,@ACT
27268,déificateur,déification,Ncms,Ncfs,@AGM,@RES
27269,déificateur,déifier,Ncms,Vmn----,@AGM,@
27270,déificateur,déifier,Ncms,Vmn----,@AGM,@
27327,déjeuneur,déjeuner,Ncms,Vmn----,@AGM,@
27328,déjeuneur,déjeuner,Ncms,Vmn----,@AGM,@
27364,délaisseur,délaissement,Ncms,Ncms,@AGM,@ACT
27365,délaisseur,délaissement,Ncms,Ncms,@AGM,@RES
27366,délaisseur,délaisser,Ncms,Vmn----,@AGM,@
27367,délaisseur,délaisseuse,Ncms,Ncfs,@AGM,@AGF
27368,délaisseuse,délaisser,Ncfs,Vmn----,@AGF,@
27369,délaisseuse,délaisseur,Ncfs,Ncms,@AGF,@AGM
27393,délaiteuse,délaitage,Ncfs,Ncms,@AGF,@ACT
27394,délaiteuse,délaitage,Ncfs,Ncms,@AGF,@RES
27395,délaiteuse,délaiter,Ncfs,Vmn----,@AGF,@
27418,délateur,délation,Ncms,Ncfs,@AGM,@ACT
27419,délateur,délation,Ncms,Ncfs,@AGM,@RES
27420,délateur,délation,Ncms,Ncfs,@AGM,@ACT
27421,délateur,délation,Ncms,Ncfs,@AGM,@RES
27422,délateur,délatrice,Ncms,Ncfs,@AGM,@AGF
27431,délatrice,délateur,Ncfs,Ncms,@AGF,@AGM
27432,délatrice,délation,Ncfs,Ncfs,@AGF,@ACT
27433,délatrice,délation,Ncfs,Ncfs,@AGF,@RES
27434,délatrice,délation,Ncfs,Ncfs,@AGF,@ACT
27435,délatrice,délation,Ncfs,Ncfs,@AGF,@RES
27495,délesteur,délester,Ncms,Vmn----,@AGM,@
27496,délesteur,délester,Ncms,Vmn----,@AGM,@
27500,déliasseuse,déliassage,Ncfs,Ncms,@AGF,@ACT
27501,déliasseuse,déliassage,Ncfs,Ncms,@AGF,@RES
27604,délivreur,délivrer,Ncms,Vmn----,@AGM,@
27697,demandeur,demander,Ncms,Vmn----,@AGM,@
27698,demandeur,demander,Ncms,Vmn----,@AGM,@
27699,demandeur,demandeuse,Ncms,Ncfs,@AGM,@AGF
27700,demandeuse,demander,Ncfs,Vmn----,@AGF,@
27701,demandeuse,demander,Ncfs,Vmn----,@AGF,@
27702,demandeuse,demandeur,Ncfs,Ncms,@AGF,@AGM
27713,démanteleur,démanteler,Ncms,Vmn----,@AGM,@
27714,démanteleur,démanteler,Ncms,Vmn----,@AGM,@
27763,démarcheur,démarchage,Ncms,Ncms,@AGM,@ACT
27764,démarcheur,démarchage,Ncms,Ncms,@AGM,@RES
27765,démarcheur,démarcher,Ncms,Vmn----,@AGM,@
27766,démarcheur,démarcheuse,Ncms,Ncfs,@AGM,@AGF
27767,démarcheuse,démarchage,Ncfs,Ncms,@AGF,@ACT
27768,démarcheuse,démarchage,Ncfs,Ncms,@AGF,@RES
27769,démarcheuse,démarcher,Ncfs,Vmn----,@AGF,@
27770,démarcheuse,démarcheur,Ncfs,Ncms,@AGF,@AGM
27788,démarieuse,démariage,Ncfs,Ncms,@AGF,@ACT
27789,démarieuse,démariage,Ncfs,Ncms,@AGF,@RES
27790,démarieuse,démarier,Ncfs,Vmn----,@AGF,@
27811,démarqueur,démarquage,Ncms,Ncms,@AGM,@ACT
27812,démarqueur,démarquage,Ncms,Ncms,@AGM,@RES
27813,démarqueur,démarquer,Ncms,Vmn----,@AGM,@
27814,démarqueur,démarquer,Ncms,Vmn----,@AGM,@
27829,démarreur,démarrage,Ncms,Ncms,@AGM,@ACT
27830,démarreur,démarrage,Ncms,Ncms,@AGM,@RES
27831,démarreur,démarrer,Ncms,Vmn----,@AGM,@
27832,démarreur,démarrer,Ncms,Vmn----,@AGM,@
27899,démêleur,démêlage,Ncms,Ncms,@AGM,@ACT
27900,démêleur,démêlage,Ncms,Ncms,@AGM,@RES
27901,démêleur,démêler,Ncms,Vmn----,@AGM,@
27902,démêleur,démêleuse,Ncms,Ncfs,@AGM,@AGF
27903,démêleuse,démêler,Ncfs,Vmn----,@AGF,@
27904,démêleuse,démêleur,Ncfs,Ncms,@AGF,@AGM
27933,déménageur,déménagement,Ncms,Ncms,@AGM,@ACT
27934,déménageur,déménagement,Ncms,Ncms,@AGM,@RES
27935,déménageur,déménager,Ncms,Vmn----,@AGM,@
27936,déménageur,déménager,Ncms,Vmn----,@AGM,@
27937,déménageur,déménageuse,Ncms,Ncfs,@AGM,@AGF
27938,déménageuse,déménagement,Ncfs,Ncms,@AGF,@ACT
27939,déménageuse,déménagement,Ncfs,Ncms,@AGF,@RES
27940,déménageuse,déménager,Ncfs,Vmn----,@AGF,@
27941,déménageuse,déménager,Ncfs,Vmn----,@AGF,@
27942,déménageuse,déménageur,Ncfs,Ncms,@AGF,@AGM
27955,démerdeur,démerder,Ncms,Vmn----,@AGM,@
27956,démerdeur,démerder,Ncms,Vmn----,@AGM,@
27957,démerdeur,démerdeuse,Ncms,Ncfs,@AGM,@AGF
27958,démerdeuse,démerder,Ncfs,Vmn----,@AGF,@
27959,démerdeuse,démerder,Ncfs,Vmn----,@AGF,@
27960,démerdeuse,démerdeur,Ncfs,Ncms,@AGF,@AGM
28010,démineur,déminage,Ncms,Ncms,@AGM,@ACT
28011,démineur,déminage,Ncms,Ncms,@AGM,@RES
28012,démineur,déminer,Ncms,Vmn----,@AGM,@
28013,démineur,déminer,Ncms,Vmn----,@AGM,@
28039,démodulateur,démodulation,Ncms,Ncfs,@AGM,@ACT
28040,démodulateur,démodulation,Ncms,Ncfs,@AGM,@RES
28041,démodulateur,démoduler,Ncms,Vmn----,@AGM,@
28042,démodulateur,démoduler,Ncms,Vmn----,@AGM,@
28094,démolisseur,démolir,Ncms,Vmn----,@AGM,@
28095,démolisseur,démolir,Ncms,Vmn----,@AGM,@
28096,démolisseur,démolissage,Ncms,Ncms,@AGM,@ACT
28097,démolisseur,démolissage,Ncms,Ncms,@AGM,@RES
28098,démolisseur,démolissement,Ncms,Ncms,@AGM,@ACT
28099,démolisseur,démolissement,Ncms,Ncms,@AGM,@RES
28100,démolisseur,démolisseuse,Ncms,Ncfs,@AGM,@AGF
28101,démolisseuse,démolir,Ncfs,Vmn----,@AGF,@
28102,démolisseuse,démolir,Ncfs,Vmn----,@AGF,@
28103,démolisseuse,démolissage,Ncfs,Ncms,@AGF,@ACT
28104,démolisseuse,démolissage,Ncfs,Ncms,@AGF,@RES
28105,démolisseuse,démolissement,Ncfs,Ncms,@AGF,@ACT
28106,démolisseuse,démolissement,Ncfs,Ncms,@AGF,@RES
28107,démolisseuse,démolisseur,Ncfs,Ncms,@AGF,@AGM
28123,démonstrateur,démonstratif,Ncms,Afpms,@AGM,@PRP
28124,démonstrateur,démonstration,Ncms,Ncfs,@AGM,@ACT
28125,démonstrateur,démonstration,Ncms,Ncfs,@AGM,@RES
28126,démonstrateur,démonstratrice,Ncms,Ncfs,@AGM,@AGF
28127,démonstrateur,démontrer,Ncms,Vmn----,@AGM,@
28145,démonstratrice,démonstrateur,Ncfs,Ncms,@AGF,@AGM
28146,démonstratrice,démonstratif,Ncfs,Afpms,@AGF,@PRP
28147,démonstratrice,démonstration,Ncfs,Ncfs,@AGF,@ACT
28148,démonstratrice,démonstration,Ncfs,Ncfs,@AGF,@RES
28149,démonstratrice,démontrer,Ncfs,Vmn----,@AGF,@
28168,démonteur,démontage,Ncms,Ncms,@AGM,@ACT
28169,démonteur,démontage,Ncms,Ncms,@AGM,@RES
28170,démonteur,démonter,Ncms,Vmn----,@AGM,@
28171,démonteur,démonter,Ncms,Vmn----,@AGM,@
28172,démonteur,démonteuse,Ncms,Ncfs,@AGM,@AGF
28173,démonteuse,démontage,Ncfs,Ncms,@AGF,@ACT
28174,démonteuse,démontage,Ncfs,Ncms,@AGF,@RES
28175,démonteuse,démonter,Ncfs,Vmn----,@AGF,@
28176,démonteuse,démonter,Ncfs,Vmn----,@AGF,@
28177,démonteuse,démonteur,Ncfs,Ncms,@AGF,@AGM
28183,démoralisateur,démoralisation,Ncms,Ncfs,@AGM,@ACT
28184,démoralisateur,démoralisation,Ncms,Ncfs,@AGM,@RES
28185,démoralisateur,démoralisatrice,Ncms,Ncfs,@AGM,@AGF
28186,démoralisateur,démoraliser,Ncms,Vmn----,@AGM,@
28187,démoralisateur,démoraliser,Ncms,Vmn----,@AGM,@
28195,démoralisatrice,démoralisateur,Ncfs,Ncms,@AGF,@AGM
28196,démoralisatrice,démoralisation,Ncfs,Ncfs,@AGF,@ACT
28197,démoralisatrice,démoralisation,Ncfs,Ncfs,@AGF,@RES
28198,démoralisatrice,démoraliser,Ncfs,Vmn----,@AGF,@
28199,démoralisatrice,démoraliser,Ncfs,Vmn----,@AGF,@
28253,démystificateur,démystification,Ncms,Ncfs,@AGM,@ACT
28254,démystificateur,démystification,Ncms,Ncfs,@AGM,@RES
28255,démystificateur,démystificatrice,Ncms,Ncfs,@AGM,@AGF
28256,démystificateur,démystifier,Ncms,Vmn----,@AGM,@
28257,démystificateur,démystifier,Ncms,Vmn----,@AGM,@
28267,démystificatrice,démystificateur,Ncfs,Ncms,@AGF,@AGM
28268,démystificatrice,démystification,Ncfs,Ncfs,@AGF,@ACT
28269,démystificatrice,démystification,Ncfs,Ncfs,@AGF,@RES
28270,démystificatrice,démystifier,Ncfs,Vmn----,@AGF,@
28271,démystificatrice,démystifier,Ncfs,Vmn----,@AGF,@
28386,déniaiseur,déniaiser,Ncms,Vmn----,@AGM,@
28387,déniaiseur,déniaiser,Ncms,Vmn----,@AGM,@
28388,déniaiseur,déniaiseuse,Ncms,Ncfs,@AGM,@AGF
28389,déniaiseuse,déniaiser,Ncfs,Vmn----,@AGF,@
28390,déniaiseuse,déniaiseur,Ncfs,Ncms,@AGF,@AGM
28397,dénicheur,dénicher,Ncms,Vmn----,@AGM,@
28398,dénicheur,dénicher,Ncms,Vmn----,@AGM,@
28437,dénigreur,dénigrer,Ncms,Vmn----,@AGM,@
28438,dénigreur,dénigrer,Ncms,Vmn----,@AGM,@
28478,dénominateur,dénominatif,Ncms,Afpms,@AGM,@PRP
28479,dénominateur,dénomination,Ncms,Ncfs,@AGM,@ACT
28480,dénominateur,dénomination,Ncms,Ncfs,@AGM,@RES
28481,dénominateur,dénomination,Ncms,Ncfs,@AGM,@ACT
28482,dénominateur,dénomination,Ncms,Ncfs,@AGM,@RES
28483,dénominateur,dénominer,Ncms,Vmn----,@AGM,@
28514,dénonceuse,dénoncer,Ncfs,Vmn----,@AGF,@
28515,dénonciateur,dénoncer,Ncms,Vmn----,@AGM,@
28516,dénonciateur,dénonciation,Ncms,Ncfs,@AGM,@ACT
28517,dénonciateur,dénonciation,Ncms,Ncfs,@AGM,@RES
28518,dénonciateur,dénonciatrice,Ncms,Ncfs,@AGM,@AGF
28526,dénonciatrice,dénoncer,Ncfs,Vmn----,@AGF,@
28527,dénonciatrice,dénonciateur,Ncfs,Ncms,@AGF,@AGM
28528,dénonciatrice,dénonciation,Ncfs,Ncfs,@AGF,@ACT
28529,dénonciatrice,dénonciation,Ncfs,Ncfs,@AGF,@RES
28567,dénoueur,dénouement,Ncms,Ncms,@AGM,@ACT
28568,dénoueur,dénouement,Ncms,Ncms,@AGM,@RES
28569,dénoueur,dénouer,Ncms,Vmn----,@AGM,@
28570,dénoueur,dénouer,Ncms,Vmn----,@AGM,@
28589,dénoyauteur,dénoyauter,Ncms,Vmn----,@AGM,@
28590,dénoyauteur,dénoyauter,Ncms,Vmn----,@AGM,@
28591,dénoyauteur,dénoyauteuse,Ncms,Ncfs,@AGM,@AGF
28592,dénoyauteuse,dénoyautage,Ncfs,Ncms,@AGF,@ACT
28593,dénoyauteuse,dénoyautage,Ncfs,Ncms,@AGF,@RES
28594,dénoyauteuse,dénoyauter,Ncfs,Vmn----,@AGF,@
28595,dénoyauteuse,dénoyauter,Ncfs,Vmn----,@AGF,@
28596,dénoyauteuse,dénoyauteur,Ncfs,Ncms,@AGF,@AGM
28687,dépanneur,dépannage,Ncms,Ncms,@AGM,@ACT
28688,dépanneur,dépannage,Ncms,Ncms,@AGM,@RES
28689,dépanneur,dépanner,Ncms,Vmn----,@AGM,@
28690,dépanneur,dépanner,Ncms,Vmn----,@AGM,@
28691,dépanneur,dépanneuse,Ncms,Ncfs,@AGM,@AGF
28692,dépanneuse,dépannage,Ncfs,Ncms,@AGF,@ACT
28693,dépanneuse,dépannage,Ncfs,Ncms,@AGF,@RES
28694,dépanneuse,dépanner,Ncfs,Vmn----,@AGF,@
28695,dépanneuse,dépanner,Ncfs,Vmn----,@AGF,@
28696,dépanneuse,dépanneur,Ncfs,Ncms,@AGF,@AGM
28764,départiteur,départir,Ncms,Vmn----,@AGM,@
28808,dépaveur,dépavage,Ncms,Ncms,@AGM,@ACT
28809,dépaveur,dépavage,Ncms,Ncms,@AGM,@RES
28810,dépaveur,dépavement,Ncms,Ncms,@AGM,@ACT
28811,dépaveur,dépavement,Ncms,Ncms,@AGM,@RES
28812,dépaveur,dépaver,Ncms,Vmn----,@AGM,@
28813,dépaveur,dépaver,Ncms,Vmn----,@AGM,@
28838,dépeceur,dépecer,Ncms,Vmn----,@AGM,@
28839,dépeceur,dépecer,Ncms,Vmn----,@AGM,@
28840,dépeceur,dépeceuse,Ncms,Ncfs,@AGM,@AGF
28841,dépeceuse,dépeçage,Ncfs,Ncms,@AGF,@ACT
28842,dépeceuse,dépeçage,Ncfs,Ncms,@AGF,@RES
28843,dépeceuse,dépecer,Ncfs,Vmn----,@AGF,@
28844,dépeceuse,dépecer,Ncfs,Vmn----,@AGF,@
28845,dépeceuse,dépeceur,Ncfs,Ncms,@AGF,@AGM
28860,dépêcheur,dépêchement,Ncms,Ncms,@AGM,@ACT
28861,dépêcheur,dépêchement,Ncms,Ncms,@AGM,@RES
28862,dépêcheur,dépêcher,Ncms,Vmn----,@AGM,@
28863,dépêcheur,dépêcheuse,Ncms,Ncfs,@AGM,@AGF
28864,dépêcheuse,dépêchement,Ncfs,Ncms,@AGF,@ACT
28865,dépêcheuse,dépêchement,Ncfs,Ncms,@AGF,@RES
28866,dépêcheuse,dépêcher,Ncfs,Vmn----,@AGF,@
28867,dépêcheuse,dépêcheur,Ncfs,Ncms,@AGF,@AGM
28879,dépendeur,dépendeuse,Ncms,Ncfs,@AGM,@AGF
28880,dépendeur,dépendre,Ncms,Vmn----,@AGM,@
28881,dépendeur,dépendre,Ncms,Vmn----,@AGM,@
28882,dépendeuse,dépendeur,Ncfs,Ncms,@AGF,@AGM
28883,dépendeuse,dépendre,Ncfs,Vmn----,@AGF,@
28884,dépendeuse,dépendre,Ncfs,Vmn----,@AGF,@
28894,dépenseur,dépenser,Ncms,Vmn----,@AGM,@
28895,dépenseur,dépenser,Ncms,Vmn----,@AGM,@
28896,dépenseur,dépensif,Ncms,Afpms,@AGM,@PRP
28944,déphaseur,déphasage,Ncms,Ncms,@AGM,@ACT
28945,déphaseur,déphasage,Ncms,Ncms,@AGM,@RES
28946,déphaseur,déphaser,Ncms,Vmn----,@AGM,@
28947,déphaseur,déphaser,Ncms,Vmn----,@AGM,@
29049,dépisteur,dépistage,Ncms,Ncms,@AGM,@ACT
29050,dépisteur,dépistage,Ncms,Ncms,@AGM,@RES
29051,dépisteur,dépister,Ncms,Vmn----,@AGM,@
29052,dépisteur,dépister,Ncms,Vmn----,@AGM,@
29053,dépisteur,dépisteuse,Ncms,Ncfs,@AGM,@AGF
29054,dépisteuse,dépister,Ncfs,Vmn----,@AGF,@
29055,dépisteuse,dépisteur,Ncfs,Ncms,@AGF,@AGM
29076,déplaceur,déplacement,Ncms,Ncms,@AGM,@ACT
29077,déplaceur,déplacement,Ncms,Ncms,@AGM,@RES
29078,déplaceur,déplacer,Ncms,Vmn----,@AGM,@
29079,déplaceur,déplacer,Ncms,Vmn----,@AGM,@
29080,déplaceur,déplaceuse,Ncms,Ncfs,@AGM,@AGF
29081,déplaceuse,déplacement,Ncfs,Ncms,@AGF,@ACT
29082,déplaceuse,déplacement,Ncfs,Ncms,@AGF,@RES
29083,déplaceuse,déplacer,Ncfs,Vmn----,@AGF,@
29084,déplaceuse,déplacer,Ncfs,Vmn----,@AGF,@
29085,déplaceuse,déplaceur,Ncfs,Ncms,@AGF,@AGM
29165,déplorateur,déploration,Ncms,Ncfs,@AGM,@ACT
29166,déplorateur,déploration,Ncms,Ncfs,@AGM,@RES
29167,déplorateur,déplorer,Ncms,Vmn----,@AGM,@
29168,déplorateur,déplorer,Ncms,Vmn----,@AGM,@
29315,déposeur,déposer,Ncms,Vmn----,@AGM,@
29316,dépositeur,déposer,Ncms,Vmn----,@AGM,@
29317,dépositeur,déposition,Ncms,Ncfs,@AGM,@ACT
29318,dépositeur,déposition,Ncms,Ncfs,@AGM,@RES
29319,dépositeur,dépositrice,Ncms,Ncfs,@AGM,@AGF
29327,dépositrice,déposer,Ncfs,Vmn----,@AGF,@
29328,dépositrice,dépositeur,Ncfs,Ncms,@AGF,@AGM
29329,dépositrice,déposition,Ncfs,Ncfs,@AGF,@ACT
29330,dépositrice,déposition,Ncfs,Ncfs,@AGF,@RES
29392,dépouilleur,dépouillage,Ncms,Ncms,@AGM,@ACT
29393,dépouilleur,dépouillage,Ncms,Ncms,@AGM,@RES
29394,dépouilleur,dépouillement,Ncms,Ncms,@AGM,@ACT
29395,dépouilleur,dépouillement,Ncms,Ncms,@AGM,@RES
29396,dépouilleur,dépouiller,Ncms,Vmn----,@AGM,@
29397,dépouilleur,dépouiller,Ncms,Vmn----,@AGM,@
29416,dépoussiéreur,dépoussiérage,Ncms,Ncms,@AGM,@ACT
29417,dépoussiéreur,dépoussiérage,Ncms,Ncms,@AGM,@RES
29418,dépoussiéreur,dépoussiérer,Ncms,Vmn----,@AGM,@
29419,dépoussiéreur,dépoussiérer,Ncms,Vmn----,@AGM,@
29420,dépoussiéreur,dépoussiéreuse,Ncms,Ncfs,@AGM,@AGF
29421,dépoussiéreuse,dépoussiérage,Ncfs,Ncms,@AGF,@ACT
29422,dépoussiéreuse,dépoussiérage,Ncfs,Ncms,@AGF,@RES
29423,dépoussiéreuse,dépoussiérer,Ncfs,Vmn----,@AGF,@
29424,dépoussiéreuse,dépoussiérer,Ncfs,Vmn----,@AGF,@
29425,dépoussiéreuse,dépoussiéreur,Ncfs,Ncms,@AGF,@AGM
29426,dépravateur,dépravation,Ncms,Ncfs,@AGM,@ACT
29427,dépravateur,dépravation,Ncms,Ncfs,@AGM,@RES
29428,dépravateur,dépravatrice,Ncms,Ncfs,@AGM,@AGF
29429,dépravateur,dépraver,Ncms,Vmn----,@AGM,@
29430,dépravateur,dépraver,Ncms,Vmn----,@AGM,@
29439,dépravatrice,dépravateur,Ncfs,Ncms,@AGF,@AGM
29440,dépravatrice,dépravation,Ncfs,Ncfs,@AGF,@ACT
29441,dépravatrice,dépravation,Ncfs,Ncfs,@AGF,@RES
29442,dépravatrice,dépraver,Ncfs,Vmn----,@AGF,@
29443,dépravatrice,dépraver,Ncfs,Vmn----,@AGF,@
29452,dépréciateur,dépréciatif,Ncms,Afpms,@AGM,@PRP
29453,dépréciateur,dépréciation,Ncms,Ncfs,@AGM,@ACT
29454,dépréciateur,dépréciation,Ncms,Ncfs,@AGM,@RES
29455,dépréciateur,dépréciatrice,Ncms,Ncfs,@AGM,@AGF
29456,dépréciateur,déprécier,Ncms,Vmn----,@AGM,@
29476,dépréciatrice,dépréciateur,Ncfs,Ncms,@AGF,@AGM
29477,dépréciatrice,dépréciatif,Ncfs,Afpms,@AGF,@PRP
29478,dépréciatrice,dépréciation,Ncfs,Ncfs,@AGF,@ACT
29479,dépréciatrice,dépréciation,Ncfs,Ncfs,@AGF,@RES
29480,dépréciatrice,déprécier,Ncfs,Vmn----,@AGF,@
29488,déprédateur,déprédation,Ncms,Ncfs,@AGM,@ACT
29489,déprédateur,déprédation,Ncms,Ncfs,@AGM,@RES
29490,déprédateur,déprédation,Ncms,Ncfs,@AGM,@ACT
29491,déprédateur,déprédation,Ncms,Ncfs,@AGM,@RES
29507,dépresseur,dépréder,Ncms,Vmn----,@AGM,@
29508,dépresseur,dépressif,Ncms,Afpms,@AGM,@PRP
29509,dépresseur,dépression,Ncms,Ncfs,@AGM,@ACT
29510,dépresseur,dépression,Ncms,Ncfs,@AGM,@RES
29511,dépresseur,déprimer,Ncms,Vmn----,@AGM,@
29512,dépresseur,déprimer,Ncms,Vmn----,@AGM,@
29572,dépuceleur,dépucelage,Ncms,Ncms,@AGM,@ACT
29573,dépuceleur,dépucelage,Ncms,Ncms,@AGM,@RES
29574,dépuceleur,dépuceler,Ncms,Vmn----,@AGM,@
29575,dépuceleur,dépuceler,Ncms,Vmn----,@AGM,@
29580,dépurateur,dépuratif,Ncms,Afpms,@AGM,@PRP
29581,dépurateur,dépuration,Ncms,Ncfs,@AGM,@ACT
29582,dépurateur,dépuration,Ncms,Ncfs,@AGM,@RES
29583,dépurateur,dépurer,Ncms,Vmn----,@AGM,@
29584,dépurateur,dépurer,Ncms,Vmn----,@AGM,@
29642,déracineur,déracinement,Ncms,Ncms,@AGM,@ACT
29643,déracineur,déracinement,Ncms,Ncms,@AGM,@RES
29644,déracineur,déraciner,Ncms,Vmn----,@AGM,@
29645,déracineur,déraciner,Ncms,Vmn----,@AGM,@
29646,déracineur,déracineuse,Ncms,Ncfs,@AGM,@AGF
29647,déracineuse,déracinement,Ncfs,Ncms,@AGF,@ACT
29648,déracineuse,déracinement,Ncfs,Ncms,@AGF,@RES
29649,déracineuse,déraciner,Ncfs,Vmn----,@AGF,@
29650,déracineuse,déraciner,Ncfs,Vmn----,@AGF,@
29651,déracineuse,déracineur,Ncfs,Ncms,@AGF,@AGM
29680,dérailleur,déraillement,Ncms,Ncms,@AGM,@ACT
29681,dérailleur,déraillement,Ncms,Ncms,@AGM,@RES
29682,dérailleur,dérailler,Ncms,Vmn----,@AGM,@
29683,dérailleur,dérailler,Ncms,Vmn----,@AGM,@
29698,déraisonneur,déraisonnement,Ncms,Ncms,@AGM,@ACT
29699,déraisonneur,déraisonnement,Ncms,Ncms,@AGM,@RES
29700,déraisonneur,déraisonner,Ncms,Vmn----,@AGM,@
29701,déraisonneur,déraisonner,Ncms,Vmn----,@AGM,@
29734,dérangeur,dérangement,Ncms,Ncms,@AGM,@ACT
29735,dérangeur,dérangement,Ncms,Ncms,@AGM,@RES
29736,dérangeur,déranger,Ncms,Vmn----,@AGM,@
29737,dérangeur,déranger,Ncms,Vmn----,@AGM,@
29738,dérangeur,dérangeuse,Ncms,Ncfs,@AGM,@AGF
29739,dérangeuse,dérangement,Ncfs,Ncms,@AGF,@ACT
29740,dérangeuse,dérangement,Ncfs,Ncms,@AGF,@RES
29741,dérangeuse,déranger,Ncfs,Vmn----,@AGF,@
29742,dérangeuse,déranger,Ncfs,Vmn----,@AGF,@
29743,dérangeuse,dérangeur,Ncfs,Ncms,@AGF,@AGM
29842,dériseur,dérision,Ncms,Ncfs,@AGM,@ACT
29843,dériseur,dérision,Ncms,Ncfs,@AGM,@RES
29874,dériveur,dérivation,Ncms,Ncfs,@AGM,@ACT
29875,dériveur,dérivation,Ncms,Ncfs,@AGM,@RES
29876,dériveur,dériver,Ncms,Vmn----,@AGM,@
29877,dériveur,dériver,Ncms,Vmn----,@AGM,@
29931,déroqueur,déroquer,Ncms,Vmn----,@AGM,@
29964,dérouilleuse,dérouillage,Ncfs,Ncms,@AGF,@ACT
29965,dérouilleuse,dérouillage,Ncfs,Ncms,@AGF,@RES
29966,dérouilleuse,dérouillement,Ncfs,Ncms,@AGF,@ACT
29967,dérouilleuse,dérouillement,Ncfs,Ncms,@AGF,@RES
29968,dérouilleuse,dérouiller,Ncfs,Vmn----,@AGF,@
29969,dérouilleuse,dérouiller,Ncfs,Vmn----,@AGF,@
30006,dérouleur,déroulage,Ncms,Ncms,@AGM,@ACT
30007,dérouleur,déroulage,Ncms,Ncms,@AGM,@RES
30008,dérouleur,déroulement,Ncms,Ncms,@AGM,@ACT
30009,dérouleur,déroulement,Ncms,Ncms,@AGM,@RES
30010,dérouleur,dérouler,Ncms,Vmn----,@AGM,@
30011,dérouleur,dérouler,Ncms,Vmn----,@AGM,@
30012,dérouleur,dérouleuse,Ncms,Ncfs,@AGM,@AGF
30013,dérouleuse,déroulage,Ncfs,Ncms,@AGF,@ACT
30014,dérouleuse,déroulage,Ncfs,Ncms,@AGF,@RES
30015,dérouleuse,déroulement,Ncfs,Ncms,@AGF,@ACT
30016,dérouleuse,déroulement,Ncfs,Ncms,@AGF,@RES
30017,dérouleuse,dérouler,Ncfs,Vmn----,@AGF,@
30018,dérouleuse,dérouler,Ncfs,Vmn----,@AGF,@
30019,dérouleuse,dérouleur,Ncfs,Ncms,@AGF,@AGM
30144,désagrégateur,désagrégatif,Ncms,Afpms,@AGM,@PRP
30145,désagrégateur,désagrégation,Ncms,Ncfs,@AGM,@ACT
30146,désagrégateur,désagrégation,Ncms,Ncfs,@AGM,@RES
30147,désagrégateur,désagréger,Ncms,Vmn----,@AGM,@
30272,désapprobateur,désapprobation,Ncms,Ncfs,@AGM,@ACT
30273,désapprobateur,désapprobation,Ncms,Ncfs,@AGM,@RES
30274,désapprobateur,désapprobatrice,Ncms,Ncfs,@AGM,@AGF
30275,désapprobateur,désapprouver,Ncms,Vmn----,@AGM,@
30292,désapprobatrice,désapprobateur,Ncfs,Ncms,@AGF,@AGM
30293,désapprobatrice,désapprobatif,Ncfs,Afpms,@AGF,@PRP
30294,désapprobatrice,désapprobation,Ncfs,Ncfs,@AGF,@ACT
30295,désapprobatrice,désapprobation,Ncfs,Ncfs,@AGF,@RES
